"","X","model_scenario","temp","Value","L","share2030","u2030","Value2040","nuclear_value","wind_value","solar_value","group"
"99",349,"MESSAGEix-GLOBIOM_1.1_EN_INDCi2030_900f_COV_NDCp","2.0°C",39.6516115154957,10424.3203833296,0.188163573863438,41.8728848500461,1309.95036567308,37.4342735933561,30.3349692446953,45.7240492640159,"below solar"
"100",350,"MESSAGEix-GLOBIOM_1.1_EN_INDCi2030_900f_NDCp","2.0°C",55.0965088381155,10973.9831729659,0.261456107687499,39.0405979457797,1487.78559285177,36.1532601649417,30.1126019186402,42.6154965309782,"below solar"
"101",351,"MESSAGEix-GLOBIOM_1.1_EN_INDCi2030_950_COV","2.0°C",34.67,14337.2917698225,0.164523731987438,48.2358029316895,1776.17168614486,37.8042633159259,29.9583390275167,46.7758566576754,"above"
"102",352,"MESSAGEix-GLOBIOM_1.1_EN_INDCi2030_950_COV_NDCp","2.0°C",39.6516115154957,14180.8818904562,0.188163573863438,46.1216250129973,1759.56686866973,37.4342735933561,30.3349692446953,45.7240492640159,"above"
"103",353,"MESSAGEix-GLOBIOM_1.1_EN_INDCi2030_950f_COV","2.0°C",34.67,10331.4893843756,0.164523731987438,43.1043799054874,1248.77185812809,37.8042633159259,29.9583390275167,46.7758566576754,"below solar"
"104",354,"MESSAGEix-GLOBIOM_1.1_EN_INDCi2030_950f_COV_NDCp","2.0°C",39.6516115154957,10254.846301642,0.188163573863438,40.7295549452145,1208.1308790371,37.4342735933561,30.3349692446953,45.7240492640159,"below solar"
"105",355,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000","2.0°C",336.069090499641,13829.6786126958,1.59478918300043,18.7561563671816,1874.95090124894,28.2025369686484,22.4625434123744,NA,"below wind"
"106",356,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_COV","2.0°C",256.302411306634,14121.0772680347,1.21626274085799,19.308405502688,1497.83201211824,28.1442143470325,23.8668987917893,NA,"below wind"
"107",357,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000_DR10p","2.0°C",279.508936667141,24047.734458184,1.32638746421455,21.3082105069437,1928.84646878735,27.9917197758318,23.4682815676128,NA,"below wind"
"108",362,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000f","2.0°C",219.033757852421,10973.1951828055,1.03940730525276,19.3105721779665,1280.26637344226,29.3629703079116,25.3066419861803,30.1185700617593,"below wind"
"109",363,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000f_COV","2.0°C",180.494277198976,11077.3147979045,0.856521260085105,20.4010659737473,1155.49150339354,30.6005251835788,25.8462327334025,31.4647395434918,"below wind"
"110",364,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000f_DR10p","2.0°C",92.3449195365933,12157.8530026955,0.438215482902797,25.5477025095572,898.464048309434,33.1504453995618,28.043920134137,37.6753170942999,"below wind"
"111",367,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000f_DR3p","2.0°C",319.839188027638,9699.74859048619,1.51777146957424,17.0593265168063,1545.22556816643,28.3445803480189,22.7569283253765,NA,"below wind"
"112",368,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1000f_DR4p","2.0°C",251.521054285716,10119.4348604462,1.19357319078457,18.3177996898463,1352.30667384559,28.3005738296066,24.0247105786466,NA,"below wind"
"113",369,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1200","2.0°C",205.55236369,13847.7045823162,0.975432419761115,20.1299950732023,1286.58080532412,29.8038375776829,25.8386106167383,30.5894700605385,"below wind"
"114",370,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1200_COV","2.0°C",143.519579181544,13784.6765317108,0.68106076666323,21.9249171664143,1041.92352639591,31.6653564913783,26.986124767322,33.2331624155606,"below wind"
"115",371,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1200f","2.0°C",146.057242409587,11334.0708793904,0.693103046005743,21.0185234470947,984.105354088996,31.5922745353716,26.8833625982346,33.012883616254,"below wind"
"116",372,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1200f_COV","2.0°C",89.1820627169671,12423.310994587,0.423206397015666,24.2979094388085,785.08333067757,33.2429996853116,28.2685800679693,37.9498650701333,"below wind"
"117",373,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1400","2.0°C",123.459287943728,13726.1672799029,0.585866247505446,22.1232580594257,910.977370169819,32.2430711800428,27.3647975498789,34.9744718291881,"below wind"
"118",374,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1400_COV","2.0°C",67.2024744299642,13447.6429742962,0.318904006115029,25.6872966143135,661.148650794431,34.9927351198698,29.6082723511832,40.742507193748,"below wind"
"119",375,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1400f","2.0°C",70.6065492373653,12738.8003199813,0.335057772808945,24.8965751576807,652.154180103268,34.666407241328,29.4420873600817,40.2158415784344,"below wind"
"120",376,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1400f_COV","2.0°C",34.67,12263.7386816967,0.164523731987438,29.0987063171293,445.833547299714,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"121",377,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1600","2.0°C",34.67,13633.0970080654,0.164523731987438,29.9438011594824,475.893210779136,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"122",378,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1600_COV","2.0°C",34.67,13710.7162589752,0.164523731987438,25.9089667608343,347.152615678256,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"123",380,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_1600f_COV","2.0°C",34.67,12423.1666131566,0.164523731987438,23.7735932118917,292.572721053846,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"124",409,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_600f_DR10p","1.5°C",241.532010186306,12388.6703644767,1.14617097520274,21.4896629794671,1691.8738147476,28.6272345997521,24.4188729364952,NA,"below wind"
"125",417,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_700f_COV","1.5°C",353.526407773625,9865.18415317782,1.67763149590509,17.6879982790233,1801.95367385788,28.0497513099165,22.1458951246957,NA,"below wind"
"126",420,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_800f","2.0°C",331.714924752942,10042.0646097645,1.57412683519718,18.4645869086562,1805.72019716789,28.2406444322063,22.5415211330816,NA,"below wind"
"127",421,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_800f_COV","2.0°C",245.039563194127,10484.2055301917,1.16281578947993,19.2528932039912,1425.36290646099,28.5125309348711,24.280466763684,NA,"below wind"
"128",423,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_900_COV","2.0°C",362.069446197126,14440.2828795708,1.71817180637369,18.0087360891321,1896.41537347623,27.9749830203436,21.9909378396834,NA,"below wind"
"129",424,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_900f","2.0°C",246.273919725704,10569.7478563553,1.16867333038499,19.2914055680843,1437.17607976203,28.472165124967,24.2317597126318,NA,"below wind"
"130",425,"MESSAGEix-GLOBIOM_1.1_EN_NPi2020_900f_COV","2.0°C",214.145898309769,11024.8669043859,1.0162123559194,19.564874503086,1278.6329264999,29.5228126258227,25.4995143194077,30.2893011467597,"below wind"
"131",426,"MESSAGEix-GLOBIOM_1.1_NGFS2_Below 2°C","2.0°C",267.577336,14386.60256,1.26976700069156,19.2593094258999,1557.2998,27.8673648470026,23.6732300234473,NA,"below wind"
"132",427,"MESSAGEix-GLOBIOM_1.1_NGFS2_Delayed Transition","2.0°C",34.67,14080.62176,0.164523731987438,50.0842747998266,2010.507754,37.8042633159259,29.9583390275167,46.7758566576754,"above"
"133",431,"MESSAGEix-GLOBIOM_1.2_COV_GreenPush_1000","2.0°C",259.430892397816,12768.4409426105,1.23110869945544,21.002692958912,1745.7097906117,28.0419070559182,23.8131610422089,NA,"below wind"
"134",435,"MESSAGEix-GLOBIOM_1.2_COV_Restore_1000","2.0°C",275.164408046046,13308.924677337,1.3057708486256,21.5809613657115,1941.9944717431,27.94643971974,23.5429072994875,NA,"below wind"
"135",437,"MESSAGEix-GLOBIOM_1.2_COV_SelfReliance_1000","2.0°C",311.378220131451,14082.8422711932,1.47762061827609,21.0740962496764,2107.66018492683,28.3238715623023,22.9103969800607,NA,"below wind"
"136",439,"MESSAGEix-GLOBIOM_1.2_COV_SmartUse_1000","2.0°C",283.193907644291,13407.2851193183,1.34387420137711,20.9171716326375,1892.18548544801,28.0301257128377,23.4049850215223,NA,"below wind"
"137",470,"POLES EMF30_EMF30_Slower-to-faster","1.5°C",300.35696875,21749.334,1.42532014500099,31.9406201944594,4802.0085,28.2090045826419,23.1101760542146,NA,"above"
"138",471,"POLES EMF33_EMF33_Med2C_cost100","2.0°C",280.341278076172,18337.48046875,1.33033727427805,21.956772935734,2040.54553222656,28.0003947021531,23.4539844844915,NA,"below wind"
"139",472,"POLES EMF33_EMF33_Med2C_full","2.0°C",260.799591064453,20071.953125,1.23760375029482,24.5248929845462,2338.13012695312,27.9971480022899,23.7896509796401,NA,"below nuclear"
"140",473,"POLES EMF33_EMF33_Med2C_limbio","2.0°C",367.498229980469,12815.123046875,1.74393366873852,21.0870529967534,2490.18920898438,27.9274705478695,21.8924682373846,NA,"below wind"
"141",474,"POLES EMF33_EMF33_Med2C_nobeccs","2.0°C",363.377990722656,4227.6025390625,1.72438140051306,14.5071464777693,1408.26550292969,27.9635306972761,21.9672028993797,NA,"below wind"
"142",475,"POLES EMF33_EMF33_Med2C_nofuel","2.0°C",260.693176269531,16904.162109375,1.23709876733551,23.909514315177,2224.21215820312,28.0006279687931,23.7914788607858,NA,"below nuclear"
"143",476,"POLES EMF33_EMF33_Med2C_none","2.0°C",369.083587646484,4042.47216796875,1.75145685765538,14.3059463882375,1405.44213867188,27.9135955685972,21.8637123419384,NA,"below wind"
"144",480,"POLES EMF33_EMF33_tax_hi_full","2.0°C",135.931350708008,19482.810546875,0.645051430994367,23.0978486036585,1085.98608398438,31.8838892633173,27.2934085742725,33.8918494464256,"below wind"
"145",481,"POLES EMF33_EMF33_tax_hi_none","2.0°C",135.767135620117,5304.74755859375,0.644272161334474,21.5708107687372,957.387573242188,31.888618480219,27.3000584316855,33.9061039392949,"below wind"
"146",484,"POLES ENGAGE_EN_INDCi2030_1000","2.0°C",34.67,21189.083984375,0.164523731987438,28.6044684063359,429.056442260742,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"147",485,"POLES ENGAGE_EN_INDCi2030_1000_COV","2.0°C",34.67,19174.6705322266,0.164523731987438,25.1088872489511,325.713272094727,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"148",486,"POLES ENGAGE_EN_INDCi2030_1000_COV_NDCp","2.0°C",34.67,19116.1135253906,0.164523731987438,25.0522213100854,324.241012573242,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"149",487,"POLES ENGAGE_EN_INDCi2030_1000_NDCp","2.0°C",34.67,23289.5529785156,0.164523731987438,30.0111119995504,478.36408996582,37.8042633159259,29.9583390275167,46.7758566576754,"below nuclear"
"150",488,"POLES ENGAGE_EN_INDCi2030_1000f","2.0°C",34.67,17508.34375,0.164523731987438,26.2469897304546,356.585891723633,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"151",489,"POLES ENGAGE_EN_INDCi2030_1000f_COV","2.0°C",34.67,17262.7309570312,0.164523731987438,25.5577645022977,337.59001159668,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"152",490,"POLES ENGAGE_EN_INDCi2030_1000f_COV_NDCp","2.0°C",34.67,17919.931640625,0.164523731987438,26.4378896415491,362.014717102051,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"153",491,"POLES ENGAGE_EN_INDCi2030_1000f_NDCp","2.0°C",34.67,21019.9606933594,0.164523731987438,28.9369968653731,440.280395507812,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"154",492,"POLES ENGAGE_EN_INDCi2030_1200","2.0°C",34.67,19756.5402832031,0.164523731987438,26.7662211166366,371.526062011719,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"155",493,"POLES ENGAGE_EN_INDCi2030_1200f","2.0°C",34.67,20071.9328613281,0.164523731987438,28.8607780786008,437.684669494629,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"156",502,"POLES ENGAGE_EN_INDCi2030_300f","1.5°C",34.67,44901.1318359375,0.164523731987438,32.2921705584992,569.239807128906,37.8042633159259,29.9583390275167,46.7758566576754,"below nuclear"
"157",503,"POLES ENGAGE_EN_INDCi2030_400f","1.5°C",34.67,38818.130859375,0.164523731987438,30.2052755795188,485.556365966797,37.8042633159259,29.9583390275167,46.7758566576754,"below nuclear"
"158",504,"POLES ENGAGE_EN_INDCi2030_500f","2.0°C",34.67,33365.482421875,0.164523731987438,29.3329200278183,453.988311767578,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"159",505,"POLES ENGAGE_EN_INDCi2030_600f","2.0°C",34.67,28945.384765625,0.164523731987438,29.2506208983668,451.107681274414,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"160",506,"POLES ENGAGE_EN_INDCi2030_600f_COV","2.0°C",34.67,22130.9169921875,0.164523731987438,28.3126587282876,419.41975402832,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"161",507,"POLES ENGAGE_EN_INDCi2030_600f_COV_NDCp","2.0°C",34.67,20873.1474609375,0.164523731987438,28.732236956658,433.338226318359,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"162",508,"POLES ENGAGE_EN_INDCi2030_600f_NDCp","2.0°C",34.67,30606.5146484375,0.164523731987438,31.0089066542225,516.37126159668,37.8042633159259,29.9583390275167,46.7758566576754,"below nuclear"
"163",509,"POLES ENGAGE_EN_INDCi2030_700f","2.0°C",34.67,24341.1474609375,0.164523731987438,28.3627369516527,421.059555053711,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"164",510,"POLES ENGAGE_EN_INDCi2030_800f","2.0°C",34.67,19544.966796875,0.164523731987438,27.3282879858416,388.331695556641,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"165",511,"POLES ENGAGE_EN_INDCi2030_900","2.0°C",34.67,31757.615234375,0.164523731987438,32.226933640822,566.438949584961,37.8042633159259,29.9583390275167,46.7758566576754,"below nuclear"
"166",512,"POLES ENGAGE_EN_INDCi2030_900f","2.0°C",34.67,18786.5612792969,0.164523731987438,25.7600131848737,343.067504882813,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"167",513,"POLES ENGAGE_EN_NPi2020_1000","2.0°C",34.67,20682.1694335938,0.164523731987438,23.5023651704099,286.22435760498,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"168",514,"POLES ENGAGE_EN_NPi2020_1000_COV","2.0°C",34.67,20808.4855957031,0.164523731987438,23.7993614999252,293.182395935059,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"169",515,"POLES ENGAGE_EN_NPi2020_1000f","2.0°C",34.67,19944.4846191406,0.164523731987438,27.6686407117457,398.837684631348,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"170",516,"POLES ENGAGE_EN_NPi2020_1000f_COV","2.0°C",34.67,18548.125,0.164523731987438,26.159813976126,354.131240844727,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"171",517,"POLES ENGAGE_EN_NPi2020_1200","2.0°C",34.67,21769.0759277344,0.164523731987438,25.9271753125637,347.654983520508,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"172",518,"POLES ENGAGE_EN_NPi2020_1200f","2.0°C",34.67,20491.55859375,0.164523731987438,25.024586909013,323.525207519531,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"173",527,"POLES ENGAGE_EN_NPi2020_300f","1.5°C",34.67,27628.2016601562,0.164523731987438,28.2663773687476,417.909393310547,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"174",528,"POLES ENGAGE_EN_NPi2020_400f","1.5°C",34.67,24565.2641601562,0.164523731987438,26.992741434389,378.218551635742,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"175",529,"POLES ENGAGE_EN_NPi2020_500","2.0°C",34.67,23705.544921875,0.164523731987438,32.4222441824025,574.861572265625,37.8042633159259,29.9583390275167,46.7758566576754,"below nuclear"
"176",530,"POLES ENGAGE_EN_NPi2020_500f","2.0°C",34.67,21627.7099609375,0.164523731987438,25.5629358362674,337.729080200195,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"177",531,"POLES ENGAGE_EN_NPi2020_600","2.0°C",34.67,21009.3845214844,0.164523731987438,30.5839541020068,499.864151000977,37.8042633159259,29.9583390275167,46.7758566576754,"below nuclear"
"178",532,"POLES ENGAGE_EN_NPi2020_600f","2.0°C",34.67,20173.0185546875,0.164523731987438,24.4838017253242,309.80061340332,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"179",533,"POLES ENGAGE_EN_NPi2020_600f_COV","2.0°C",34.67,15778.7280273438,0.164523731987438,23.7679909342021,292.440322875977,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"180",534,"POLES ENGAGE_EN_NPi2020_700","2.0°C",34.67,20771.3056640625,0.164523731987438,29.1923422274852,449.077774047852,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"181",535,"POLES ENGAGE_EN_NPi2020_700f","2.0°C",34.67,19218.7531738281,0.164523731987438,23.6724379509564,290.190414428711,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"182",536,"POLES ENGAGE_EN_NPi2020_800","2.0°C",34.67,20454.5373535156,0.164523731987438,26.0728114381282,351.696640014648,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"183",537,"POLES ENGAGE_EN_NPi2020_800f","2.0°C",34.67,17597.1760253906,0.164523731987438,25.4365186789461,334.344177246094,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"184",538,"POLES ENGAGE_EN_NPi2020_900","2.0°C",34.67,20897.0590820312,0.164523731987438,24.5159810395199,310.602386474609,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"185",539,"POLES ENGAGE_EN_NPi2020_900f","2.0°C",34.67,18674.0249023438,0.164523731987438,27.4578563415326,392.301475524902,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"186",540,"POLES GECO2019_CO_2Deg2020","2.0°C",34.67,18414.1735839844,0.164523731987438,24.9304215949948,321.096740722656,37.8042633159259,29.9583390275167,46.7758566576754,"below wind"
"187",541,"POLES GECO2019_CO_2Deg2030","2.0°C",34.67,25550.2836914062,0.164523731987438,30.0789075046642,480.86442565918,37.8042633159259,29.9583390275167,46.7758566576754,"below nuclear"
"188",542,"POLES GECO2019_CO_Bridge","1.5°C",34.67,56723.921875,0.164523731987438,35.5539545771752,726.232635498047,37.8042633159259,29.9583390275167,46.7758566576754,"below nuclear"
"189",543,"POLES GECO2019_CO_Bridge_notax","2.0°C",34.67,27163.3583984375,0.164523731987438,32.9437426019825,597.905914306641,37.8042633159259,29.9583390275167,46.7758566576754,"below nuclear"
"190",545,"REMIND 1.6_EMF30_Slower-to-faster","2.0°C",279.2410386,15981.1817248,1.3251161752097,24.0398980952343,2407.6494376,27.9889276571545,23.4728832381441,NA,"below nuclear"
"191",546,"REMIND 1.6_EMF30_Slower-to-faster+SLCF","2.0°C",220.0950631,15944.3358488,1.04444364503094,26.8135570103323,2367.3754747,29.3282636046391,25.2647634465904,30.0814990708983,"below nuclear"
"192",547,"REMIND 1.6_EMF30_Slower-to-faster+SLCF+HFC","2.0°C",220.0950631,15926.7437629,1.04444364503094,26.7838413884761,2361.8339614,29.3282636046391,25.2647634465904,30.0814990708983,"below nuclear"
"193",549,"REMIND 1.7_ADVANCE_2020_Med2C","2.0°C",183.4029,13686.1276,0.870323898624714,27.9716501195877,2160.4484,30.5167599931329,25.8567154396673,31.3631424492336,"below nuclear"
"194",551,"REMIND 1.7_ADVANCE_2030_1.5C-2100","1.5°C",69.6164,16481.811,0.330359098227005,47.946246272666,3497.4464,34.7613268063642,29.490425881269,40.3690337339697,"above"
"195",552,"REMIND 1.7_ADVANCE_2030_Med2C","2.0°C",69.6164,14412.9487,0.330359098227005,37.3659836581194,1665.3425,34.7613268063642,29.490425881269,40.3690337339697,"below solar"
"196",553,"REMIND 1.7_ADVANCE_2030_Price1.5C","1.5°C",69.6164,16251.86,0.330359098227005,44.5558648367914,2773.759,34.7613268063642,29.490425881269,40.3690337339697,"above"
